Titulo,Genero,original_language,Productora,Pais de produccion,Lanzamiento,Presupuesto,Ganancias
Full Frontal,Comedy-Drama-Romance,en,Miramax Films,United States of America,2002,$2000000,$2506446.0
Howl's Moving Castle,Fantasy-Animation-Adventure,ja,Studio Ghibli,Japan,2004,$24000000,$234710455.0
Bright Star,Drama-Romance,en,BBC Films,Australia,2009,$8500000,$4440055.0
The 6th Day,Science Fiction,en,Phoenix Pictures,United States of America,2000,$82000000,$96085477.0
Bedtime Stories,Fantasy-Comedy-Family-Romance,en,Walt Disney Pictures,United States of America,2008,$80000000,$212874442.0
Twisted,Action-Adventure-Crime-Drama-Thriller,en,Paramount Pictures,Germany,2004,$50000000,$25195000.0
A Soldier's Story,Drama-Mystery-War,en,Columbia Pictures Corporation,United States of America,1984,$6000000,$21821347.0
Red Cliff Part II,Drama-Action-Comedy-History-Thriller,zh,Metropolitan Filmexport,China,2009,$80000000,$121059225.0
In the Valley of Elah,History-Drama-Thriller-Crime-Mystery,en,Summit Entertainment,United States of America,2007,$23000000,$29541790.0
Love Happens,Drama-Romance,en,Universal Pictures,Canada,2009,$18000000,$36133014.0
Land of the Dead,Horror,en,Universal Pictures,Canada,2005,$15000000,$46770602.0
The Barbarian Invasions,Comedy-Crime-Drama,fr,Pyramide Productions,Canada,2003,$8000000,$3432342.0
The Last Airbender,Action-Adventure-Family-Fantasy,en,Paramount Pictures,United States of America,2010,$150000000,$318502923.0
The Grand Budapest Hotel,Comedy-Drama,en,Fox Searchlight Pictures,United Kingdom,2014,$30000000,$174600318.0
A Christmas Carol,Animation-Drama,en,Walt Disney,United States of America,2009,$200000000,$325233863.0
Captain America- The Winter Soldier,Action-Adventure-Science Fiction,en,Marvel Studios,United States of America,2014,$170000000,$714766572.0
Days of Thunder,Adventure,en,Paramount Pictures,United States of America,1990,$60000000,$157920733.0
She's All That,Comedy-Romance,en,Miramax Films,United States of America,1999,$10000000,$103166989.0
The Great Mouse Detective,Animation,en,Walt Disney Pictures,United States of America,1986,$14000000,$38625550.0
Dick,Comedy,en,Columbia Pictures,Canada,1999,$13000000,$27500000.0
The Bank Job,Thriller-Crime-Drama,en,Atlas Entertainment,Australia,2008,$20000000,$64822796.0
Enemy of the State,Action-Drama-Thriller,en,Jerry Bruckheimer Films,United States of America,1998,$90000000,$250649836.0
How To Make An American Quilt,Drama-Romance,en,Universal Pictures,United States of America,1995,$10000000,$23574130.0
Rasathanthram,Drama,ml,none,India,2006,$590000,$3500000.0
Catch and Release,Comedy-Drama-Romance,en,Columbia Pictures Corporation,United States of America,2006,$25000000,$16158487.0
TRON- Legacy,Adventure-Action-Science Fiction,en,Walt Disney Pictures,United States of America,2010,$170000000,$400062763.0
Oblivion,Action-Science Fiction-Adventure-Mystery,en,Universal Pictures,United States of America,2013,$120000000,$286168572.0
Rumor Has It...,Comedy,en,Village Roadshow Pictures,United States of America,2005,$70000000,$88933562.0
Idle Hands,Thriller-Comedy-Horror,en,Columbia Pictures Corporation,United States of America,1999,$25000000,$4152230.0
Tammy,Comedy,en,New Line Cinema,United States of America,2014,$20000000,$100525432.0
Thanks Maa,Comedy-Drama,en,Sony Pictures,India,2010,$500000,$2000000.0
The Hand,Drama-Horror-Thriller,en,Warner Bros.,,1981,$6500000,$566736.0
Another Gay Movie,Comedy-Romance,en,TLA Releasing,United States of America,2006,$500000,$745327.0
Hatchet II,Horror-Comedy-Thriller,en,ArieScope Pictures,United States of America,2010,$2500000,$52604.0
Armed Response,Action-Thriller,en,Cinetel Films,United States of America,1986,$1500000,$1300000.0
Matewan,Drama,en,none,United States of America,1987,$4000000,$1680358.0
300- Rise of an Empire,Action-War,en,Legendary Pictures,United States of America,2014,$110000000,$337580051.0
Big Momma's House 2,Comedy-Crime,en,Twentieth Century Fox Film Corporation,United States of America,2006,$40000000,$138259062.0
Final Fantasy- The Spirits Within,Adventure-Action-Animation-Fantasy-Science Fiction-Thriller,en,Columbia Pictures,Japan,2001,$137000000,$85131830.0
Shadow Conspiracy,Action-Thriller,en,Hollywood Pictures,United States of America,1997,$45000000,$2154540.0
Indiana Jones and the Temple of Doom,Adventure-Action,en,Lucasfilm,United States of America,1984,$28000000,$333000000.0
Walk the Line,Drama-Music-Romance,en,Tree Line Films,Germany,2005,$28000000,$186438883.0
Dawn of the Dead,Horror,en,Laurel Group,Italy,1978,$650000,$55000000.0
Extract,Comedy,en,Miramax Films,United States of America,2009,$8000000,$10848783.0
Anthropoid,History-Thriller-War,en,LD Entertainment,Czech Republic,2016,$9000000,$4600000.0
Magic in the Moonlight,Comedy-Drama-Romance,en,Perdido Productions,United Kingdom,2014,$16800000,$51029361.0
What About Bob,Comedy,en,Touchwood Pacific Partners 1,United States of America,1991,$35000000,$63710000.0
School of Rock,Comedy-Music,en,Paramount Pictures,Germany,2003,$35000000,$131282949.0
The Raid 2,Action-Crime-Thriller,id,Pt. Merantau Films,Indonesia,2014,$4500000,$2627209.0
Red Rock West,Crime-Drama-Thriller,en,Propaganda Films,United States of America,1993,$8000000,$2000000.0
Once Upon a Forest,Animation-Family-Adventure,en,Twentieth Century Fox Film Corporation,United Kingdom,1993,$13000000,$6582052.0
Skyline,Science Fiction,en,Rogue Pictures,United States of America,2010,$10000000,$66821036.0
Graduation,Drama,ro,Why Not Productions,Belgium,2016,$2000000,$343617.0
Ryaba My Chicken,,it,none,France,1994,$2700000,$4635143.0
Cousins,Comedy-Romance,en,Paramount Pictures,United States of America,1989,$13000000,$22030000.0
Adventureland,Comedy,en,Miramax Films,United States of America,2009,$9500000,$17164377.0
Hurricane Season,Drama,en,Dimension Films,United States of America,2009,$143000,$1000000.0
Sons of Rizk,Action-Comedy-Crime,ar,Raw Entertainment,Egypt,2015,$1368070,$1249176.0
The Green Mile,Fantasy-Drama-Crime,en,Castle Rock Entertainment,United States of America,1999,$60000000,$284600000.0
Bad Day at Black Rock,Crime-Drama-Western,en,Loew's,United States of America,1955,$1271000,$3788000.0
Do the Right Thing,Drama,en,Universal Pictures,United States of America,1989,$6500000,$37295445.0
My Lady Boss,Comedy-Romance,en,GMA Films,,2013,$764000,$1451600.0
Jane Austen's Mafia,Comedy-Crime,en,Tapestry Films,United States of America,1998,$10000000,$19000000.0
Under the Skin,Thriller-Science Fiction-Drama,en,Scottish Screen,Switzerland,2014,$13300000,$5380251.0
Picture Perfect,Comedy-Romance,en,Twentieth Century Fox Film Corporation,United States of America,1997,$19000000,$44332015.0
The Break-Up,Romance-Comedy,en,Universal Pictures,United States of America,2006,$52000000,$204999686.0
The Diving Bell and the Butterfly,Drama,fr,France 3 Cinema,France,2007,$14000000,$19777647.0
Red Planet,Thriller-Action-Science Fiction,en,Village Roadshow Pictures,Australia,2000,$80000000,$33463969.0
55 Days at Peking,Action-Drama-History,en,Allied Artists Pictures,United States of America,1963,$17000000,$10000000.0
Poison,Drama-Horror-Science Fiction,en,Poison L.P.,United States of America,1991,$250000,$609524.0
Steve Jobs,Drama-History,en,Universal Pictures,United States of America,2015,$30000000,$34441873.0
Explorers,Adventure-Family-Fantasy-Romance-Science Fiction,en,Paramount Pictures,United States of America,1985,$25000000,$9873044.0
The Private Life of Sherlock Holmes,Adventure-Comedy-Crime-Mystery-Romance-Thriller,en,United Artists,United Kingdom,1970,$10000000,$1500000.0
Fried Green Tomatoes,Drama-Comedy,en,Universal Pictures,United States of America,1991,$11000000,$119418501.0
The Drop,Drama-Crime,en,Fox Searchlight Pictures,United States of America,2014,$12600000,$19054534.0
Detective Dee and the Mystery of the Phantom Flame,Action-Adventure-Drama-Mystery,zh,Huayi Brothers,Hong Kong,2010,$13000000,$51723285.0
Human Capital,Drama,it,Indiana Production Company,Italy,2014,$6000000,$5809330.0
Twice Born,Drama-Romance-War,en,Medusa Film,Italy,2012,$13000000,$18295.0
Practical Magic,Drama-Fantasy-Comedy,en,Village Roadshow Pictures,United States of America,1998,$75000000,$46683377.0
SpaceCamp,Family-Adventure,en,ABC Motion Pictures,United States of America,1986,$18000000,$9697739.0
Search and Destroy,Action-Comedy-Drama-Thriller,en,October Films,United States of America,1995,$4000000,$389503.0
Tristan & Isolde,Drama,en,Twentieth Century Fox Film Corporation,Czech Republic,2006,$31000000,$28000000.0
All the President's Men,Drama-History-Mystery-Thriller,en,Wildwood Enterprises,United States of America,1976,$8500000,$70600000.0
The Italian Job,Action-Crime,en,De Line Pictures,United Kingdom,2003,$60000000,$176070171.0
Hard Times,Drama,en,Columbia Pictures Corporation,United States of America,1975,$2700000,$5000000.0
Shanghai Knights,Action-Adventure-Comedy-Western,en,Spyglass Entertainment,Hong Kong,2003,$50000000,$88323487.0
One More Round,Comedy,en,none,United States of America,2005,$350000,$4984.0
The Face of Love,Drama-Romance,en,Mockingbird Pictures,United States of America,2013,$4000000,$350006.0
Fire Down Below,Action-Adventure-Crime-Thriller,en,Warner Bros.,United States of America,1997,$60000000,$16000000.0
Racing Stripes,Comedy,en,Alcon Entertainment,United States of America,2005,$30000000,$93772522.0
The Grudge 3,Mystery-Horror-Thriller,en,Ghost House Pictures,United States of America,2009,$5000000,$38610009.0
The Celestine Prophecy,Romance-Drama-Adventure,en,Celestine Films LLC,United States of America,2006,$10000000,$615752.0
The Fisher King,Comedy-Drama,en,TriStar Pictures,United States of America,1991,$24000000,$41895491.0
Paycheck,Action-Adventure-Mystery-Science Fiction-Thriller,en,Paramount Pictures,Canada,2003,$60000000,$96269812.0
Legends of Oz- Dorothy's Return,Animation-Music-Family,en,Prana Animation Studios,India,2013,$70000000,$18662027.0
2 Fast 2 Furious,Action-Crime-Thriller,en,Mikona Productions GmbH & Co. KG,United States of America,2003,$76000000,$236350661.0
5 Days of War,War-Drama,en,Midnight Sun Pictures,United States of America,2011,$20000000,$17479.0
Lambada Genclik Firtinasi,Drama,en,Erler Film,Turkey,1989,$230000,$654000.0
Chef,Comedy,en,Prescience,United States of America,2014,$11000000,$45967935.0
A Mighty Wind,Comedy-Music,en,Castle Rock Entertainment,United States of America,2003,$6000000,$18750246.0
Starsky & Hutch,Comedy-Crime,en,Weed Road Pictures,United States of America,2004,$60000000,$170268750.0
Valentino,,en,none,United States of America,1951,$1300000,$1550000.0
Atlantis- The Lost Empire,Animation-Family-Adventure-Science Fiction,en,Walt Disney Pictures,United States of America,2001,$120000000,$186053725.0
Run Fatboy Run,Comedy-Romance,en,Entertainment Films,United Kingdom,2007,$10000000,$33000000.0
The Bone Collector,Drama-Mystery-Thriller-Crime,en,Universal Pictures,United States of America,1999,$73000000,$151493655.0
Hugo,Adventure-Drama-Family,en,Paramount Pictures,France,2011,$170000000,$185770160.0
Batman Returns,Action-Fantasy,en,PolyGram Filmed Entertainment,United Kingdom,1992,$80000000,$280000000.0
Extraordinary Measures,Drama,en,Double Feature Films,United States of America,2010,$31000000,$15134293.0
Empire,Action-Drama,en,Universal Studios,United States of America,2002,$4000000,$18591272.0
Diary of the Dead,Horror-Action-Science Fiction,en,Artfire Films,United States of America,2007,$2000000,$5364858.0
Diamonds Are Forever,Adventure-Action-Thriller,en,United Artists,United Kingdom,1971,$7200000,$116019547.0
Stranger Than Fiction,Comedy-Drama-Fantasy-Romance,en,Mandate Pictures,United States of America,2006,$30000000,$53653224.0
What If,Drama-Comedy-Romance,en,Fastnet Films,Canada,2013,$11000000,$7847000.0
Moulin Rouge,Drama-Music-Romance,en,Bazmark Films,Australia,2001,$52500000,$179213434.0
The Quick and the Dead,Action-Western,en,TriStar Pictures,Japan,1995,$32000000,$18552460.0
Jaws 3-D,Thriller-Horror,en,Universal Pictures,United States of America,1983,$20500000,$87987055.0
Puss in Boots,Action-Adventure-Animation-Family-Fantasy,en,DreamWorks,United States of America,2011,$130000000,$554987477.0
A Dirty Shame,Comedy,en,Fine Line Features,United States of America,2004,$15000000,$1914166.0
Anonymous,Drama-History-Thriller,en,Columbia Pictures,United Kingdom,2011,$30000000,$15395087.0
Fanaa,Action-Drama-Romance-Thriller,hi,Yash Raj Films,India,2006,$5300000,$22175908.0
Sugar & Spice,Crime-Comedy,en,New Line Cinema,United States of America,2001,$11000000,$13276953.0
The Squid and the Whale,Comedy-Drama,en,Destination Films,United States of America,2005,$1500000,$11098131.0
The Master,Drama,en,Ghoulardi Film Company,United States of America,2012,$32000000,$28258060.0
Third Person,Drama-Romance,en,Sony Pictures Classics,Belgium,2013,$28000000,$1749201.0
Dead & Buried,Horror-Mystery,en,Barclays Mercantile Industrial Finance,United States of America,1981,$3000000,$216166.0
Scott Pilgrim vs. the World,Action-Adventure-Comedy,en,Universal Pictures,Canada,2010,$60000000,$47664559.0
Friday After Next,Comedy,en,New Line Cinema,United States of America,2002,$20000000,$33526835.0
Standing Still,Comedy-Drama-Romance,en,Trent Othick Productions,United States of America,2005,$1700000,$12762.0
The Spy Next Door,Action-Comedy-Family,en,Robert Simonds Productions,United States of America,2010,$28000000,$45236543.0
Labor Day,Drama,en,Mr. Mudd Production,United States of America,2013,$18000000,$20275812.0
50-50,Comedy-Drama,en,Summit Entertainment,United States of America,2011,$8000000,$39187783.0
The Amazing Spider-Man 2,Action-Adventure-Fantasy,en,Columbia Pictures,United States of America,2014,$200000000,$705717432.0
Love in the Time of Cholera,Drama-Romance,en,New Line Cinema,United States of America,2007,$45000000,$4607608.0
Manderlay,Drama,da,Zentropa Entertainments,Denmark,2005,$14200000,$674918.0
Bel Ami,Romance-Drama,en,Rai Cinema,Italy,2012,$9000000,$8303261.0
Courage Under Fire,Drama-Thriller-Mystery-War,en,Fox 2000 Pictures,United States of America,1996,$46000000,$100860818.0
Burke & Wills,History-Adventure-Drama,en,Hemdale,Australia,1985,$9000000,$1600000.0
Mallrats,Romance-Comedy,en,Gramercy Pictures,United States of America,1995,$6000000,$2122561.0
Brotherhood of the Wolf,Adventure-Horror-Action-History,fr,Davis-Films,France,2001,$29000000,$70752904.0
The Last of the Mohicans,Action-Adventure-Drama-History-Romance-War,en,Morgan Creek Productions,United States of America,1992,$40000000,$75505856.0
200 Cigarettes,Comedy-Drama-Romance,en,Paramount Pictures,United States of America,1999,$6000000,$6852450.0
Aaranya Kaandam,Comedy-Action-Crime-Drama,ta,Capital Film Works,India,2011,$780000,$1040344.0
The Lost City,Drama-Romance,en,Lions Gate Films,,2005,$9600000,$4386236.0
Colosio,Crime-Drama-Thriller,es,Udachi Productions,Mexico,2012,$4615385,$4346138.0
Manchester by the Sea,Drama,en,Big Indie Pictures,United States of America,2016,$8500000,$62179363.0
Tanu Weds Manu,Drama-Comedy-Romance-Foreign,hi,Paramhans Creation,India,2011,$400000,$252000.0
Monsters vs Aliens,Animation-Family-Adventure-Science Fiction,en,DreamWorks Animation,United States of America,2009,$175000000,$381509870.0
Me and Orson Welles,Comedy-Drama-Romance,en,Isle of Man Film,United States of America,2009,$25000000,$2336172.0
Elektra,Action-Fantasy,en,Twentieth Century Fox Film Corporation,Canada,2005,$43000000,$56681566.0
Journey to the Center of the Earth,Action-Science Fiction-Adventure-Comedy-Family,en,New Line Cinema,United States of America,2008,$45000000,$101702060.0
Gods of Egypt,Action-Adventure-Fantasy,en,Summit Entertainment,Australia,2016,$140000000,$150680864.0
It's Kind of a Funny Story,Comedy-Drama,en,Focus Features,United States of America,2010,$8000000,$6491240.0
Goemon,Action-Drama-Fantasy,ja,Kinoshita Management,Japan,2009,$9000000,$16000000.0
The Apparition,Horror-Thriller,en,StudioCanal,United States of America,2012,$17000000,$9627492.0
Vampires Suck,Horror-Comedy,en,Regency Enterprises,United States of America,2010,$20000000,$80547866.0
Raman Raghav 2.0,Thriller-Crime,hi,Phantom Films,India,2016,$521873,$1013926.0
Up,Animation-Comedy-Family-Adventure,en,Pixar Animation Studios,United States of America,2009,$175000000,$735099082.0
Erin Brockovich,Drama,en,Jersey Films,United States of America,2000,$52000000,$256271286.0
Harry Potter and the Prisoner of Azkaban,Adventure-Fantasy-Family,en,1492 Pictures,United Kingdom,2004,$130000000,$789804554.0
Epic Movie,Action-Adventure-Comedy,en,Twentieth Century Fox Film Corporation,United States of America,2007,$20000000,$86865564.0
FC Venus,Comedy-Romance,fi,Talent House,Finland,2005,$2196531,$2411594.0
The Crow,Fantasy-Action-Thriller,en,Miramax Films,United States of America,1994,$15000000,$94000000.0
Ocean's Twelve,Thriller-Crime,en,Village Roadshow Pictures,United States of America,2004,$110000000,$362744280.0
Saint John of Las Vegas,Comedy,en,none,United States of America,2009,$3800000,$111731.0
Labios Rojos,Drama-Comedy-Romance-Foreign,es,none,Mexico,2011,$73476,$134906.0
Ondine,Drama-Romance,en,Octagon Films,Ireland,2009,$12000000,$1644755.0
Club Paradise,Comedy-Drama-Romance,en,Warner Bros.,United States of America,1986,$15000000,$12308521.0
Polis EVO,,en,Tayangan Unggul Sdn Bhd,Malaysia,2015,$554390,$1847967.0
Twin Peaks- Fire Walk with Me,Drama-Mystery,en,New Line Cinema,United States of America,1992,$10000000,$4160851.0
The Lady in the Van,Comedy-Drama,en,BBC Films,United Kingdom,2015,$6000000,$41387687.0
The Prince,Thriller-Action,en,Grindstone Entertainment Group,United States of America,2014,$18000000,$266586800.0
Ayurveda- Art of Being,Documentary,en,Pandora Filmproduktion,India,2001,$300000,$2074000.0
Big Hero 6,Adventure-Family-Animation-Action-Comedy,en,Walt Disney Pictures,United States of America,2014,$165000000,$652105443.0
House at the End of the Street,Horror-Thriller,en,A Bigger Boat,United States of America,2012,$6900000,$44287131.0
A Bridge Too Far,Drama-History-War,en,United Artists,United Kingdom,1977,$22000000,$50750000.0
The Stall,Mystery-Horror-Thriller,en,NotName Productions,Israel,2017,$420000,$69000.0
E.T. the Extra-Terrestrial,Science Fiction-Adventure-Family-Fantasy,en,Universal Pictures,United States of America,1982,$10500000,$792910554.0
Grease 2,Comedy-Drama-Family-Music-Romance,en,Paramount Pictures,,1982,$13200000,$15171476.0
Deception,Drama-Thriller-Crime-Mystery,en,Rifkin-Eberts,United States of America,2008,$25000000,$17741298.0
Evita,History-Drama-Music,en,Hollywood Pictures,United States of America,1996,$55000000,$141047179.0
Diary of a Wimpy Kid- Rodrick Rules,Family-Comedy,en,Fox 2000 Pictures,United States of America,2011,$21000000,$72417394.0
Role Models,Comedy,en,Universal Pictures,United States of America,2008,$28000000,$92380927.0
Fantastic Beasts and Where to Find Them,Family-Fantasy,en,Heyday films,United Kingdom,2016,$180000000,$809342332.0
Salem Abu Ukhtuh,Action-Comedy-Drama,en,Sobkey Films,Egypt,2014,$800000,$100000.0
Justice League- The New Frontier,Action-Adventure-Animation-Science Fiction,en,Warner Bros. Entertainment,United States of America,2008,$3500000,$5231128.0
The Next Best Thing,Comedy-Drama,en,Paramount Pictures,United States of America,2000,$25000000,$24362772.0
8MM,Thriller-Crime-Mystery,en,Columbia Pictures Corporation,United States of America,1999,$40000000,$96618699.0
Paparazzi,Action-Drama-Thriller,en,Icon Productions,United States of America,2004,$20000000,$16605763.0
The Specialist,Action-Thriller,en,Jerry Weintraub Productions,Peru,1994,$45000000,$170362582.0
The Edge of Heaven,Drama,de,Filmstiftung Nordrhein-Westfalen,Germany,2007,$3800000,$17804565.0
Laura,Drama-Mystery,en,Twentieth Century Fox Film Corporation,United States of America,1944,$1020000,$2000000.0
Reindeer Games,Thriller,en,Dimension Films,United States of America,2000,$42000000,$32168970.0
Alien- Resurrection,Science Fiction-Horror-Action,en,Twentieth Century Fox Film Corporation,United States of America,1997,$70000000,$162000000.0
The Great Outdoors,Comedy,en,Universal Pictures,United States of America,1988,$24000000,$43455230.0
The Hurt Locker,Drama-Thriller-War,en,Summit Entertainment,United States of America,2008,$15000000,$42000000.0
Hot Tub Time Machine,Science Fiction-Comedy-Adventure,en,United Artists,United States of America,2010,$36000000,$64572262.0
We Bought a Zoo,Drama-Comedy-Family,en,Twentieth Century Fox Film Corporation,United States of America,2011,$50000000,$120081841.0
Running Scared,Action-Crime-Drama-Thriller,en,International Production Company,Germany,2006,$17000000,$9500000.0
Breaking Away,Drama-Comedy,en,Twentieth Century Fox Film Corporation,United States of America,1979,$2300000,$20000000.0
Better Living Through Chemistry,Drama-Comedy,en,Aegis Film Fund,United Kingdom,2014,$5000000,$75143.0
Ace in the Hole,Drama,en,Paramount Pictures,United States of America,1951,$1821052,$1300000.0
The Namesake,Drama,en,Fox Searchlight Pictures,India,2006,$12000000,$20138836.0
Changeling,Crime-Drama-Mystery,en,Imagine Entertainment,United States of America,2008,$55000000,$113020255.0
