Titulo,Genero,original_language,Productora,Pais de produccion,Lanzamiento,Presupuesto,Ganancias
A Cinderella Story,Comedy,en,Gaylord Films,Canada,2004,$19000000,$70067909.0
Jennifer Eight,Crime-Drama-Mystery,en,Paramount Pictures,United States of America,1992,$20000000,$11390479.0
The Lovely Bones,Fantasy-Drama,en,WingNut Films,United Kingdom,2009,$65000000,$93525586.0
Defiance,Action-Drama-History-War,en,Paramount Vantage,United States of America,2008,$32000000,$51155219.0
Halo Legends,Action-Animation-Science Fiction,en,Microsoft,Japan,2010,$100000,$1000000.0
Extremely Loud & Incredibly Close,Drama,en,Paramount Pictures,United States of America,2011,$40000000,$55247881.0
Bullitt,Action-Crime-Drama-Thriller,en,Solar Productions,United States of America,1968,$5500000,$42300873.0
Rumble Fish,Action-Adventure-Crime-Drama-Romance,en,Universal Pictures,United States of America,1983,$10000000,$2494480.0
Good Luck Chuck,Comedy-Drama-Romance,en,Lionsgate,Canada,2007,$25000000,$59192128.0
Dungeons & Dragons,Action-Adventure-Fantasy-Science Fiction,en,New Line Cinema,Czech Republic,2000,$35000000,$15185241.0
Body of Evidence,Drama-Thriller-Romance,en,Metro-Goldwyn-Mayer (MGM),Germany,1993,$30000000,$13273595.0
The House at the Edge of the Galaxy,Drama-Mystery,en,Gleb Osatinski,United States of America,2013,$10000,$1.0
Last Tango in Paris,Drama-Romance,fr,United Artists,France,1972,$1250000,$36144000.0
Contagion,Drama-Thriller-Science Fiction,en,Double Feature Films,United States of America,2011,$60000000,$137551594.0
Animal Kingdom,Drama-Thriller-Crime,en,Porchlight Films,Australia,2010,$5000000,$1000000.0
Gimme Shelter,Drama,en,Day Twenty- Eight Films,United States of America,2013,$7500000,$1359910.0
Adaptation.,Comedy-Crime-Drama,en,Beverly Detroit,United States of America,2002,$19000000,$32801173.0
Agneepath,Action-Crime-Drama,hi,Dharma Productions,India,2012,$11097000,$49028000.0
Blackhat,Crime-Drama-Mystery,en,Universal Pictures,United States of America,2015,$70000000,$17752940.0
The Skeleton Key,Drama-Horror-Mystery-Thriller,en,Universal Pictures,Germany,2005,$43000000,$91974818.0
Furious 7,Action,en,Universal Pictures,Japan,2015,$190000000,$1506249360.0
Pinocchio,Animation-Family,en,RKO Radio Pictures,United States of America,1940,$2600000,$84300000.0
The Spirit,Action-Comedy-Thriller-Crime-Science Fiction,en,DC Comics,United States of America,2008,$60000000,$39031337.0
Anchorman 2- The Legend Continues,Comedy,en,Paramount Pictures,United States of America,2013,$50000000,$173649015.0
Medium Rare,Crime-Thriller,en,Derrol Stepenny Productions,Singapore,1991,$900000,$80000.0
Star Trek- First Contact,Science Fiction-Action-Adventure-Thriller,en,Paramount Pictures,United States of America,1996,$46000000,$150000000.0
Youth,Comedy-Drama,it,France 2 Cinema,United Kingdom,2015,$13360000,$2000000.0
The Fall of the Roman Empire,Drama-History,en,Paramount Pictures,United States of America,1964,$19000000,$4750000.0
A Conspiracy of Faith,Crime-Drama-Mystery-Thriller,da,Det Danske Filminstitut,Denmark,2016,$5210000,$5900000.0
Arundhati,Horror-Fantasy-Thriller,te,none,India,2009,$2915739,$14000000.0
House Party,Comedy-Drama,en,New Line Cinema,United States of America,1990,$2500000,$26386000.0
Slackers,Comedy-Romance,en,Sony Pictures,Canada,2002,$14000000,$6413915.0
Masterminds,Action-Comedy-Crime,en,Broadway Video,Puerto Rico,2016,$25000000,$29200000.0
Rescue Dawn,Adventure-Drama-War,en,Metro-Goldwyn-Mayer (MGM),United States of America,2006,$10000000,$7177143.0
Return to Oz,Adventure-Family-Fantasy,en,Silver Screen Partners II,,1985,$25000000,$11137801.0
King Arthur,Adventure-War-History,en,Jerry Bruckheimer Films,Ireland,2004,$120000000,$203567857.0
Jism,Thriller,hi,Fish Eye Network [P] Ltd,India,2003,$501717,$5481471.0
Andy Mckee- Joyland,Music-Documentary,pt,Razor & Tie Entertainment,United States of America,2010,$20000,$50000.0
Coraline,Animation-Family,en,Focus Features,United States of America,2009,$60000000,$124596398.0
Jersey Girl,Comedy-Romance,en,Miramax Films,United States of America,2004,$35000000,$36098382.0
The Fifth Estate,Drama-Thriller,en,DreamWorks SKG,Belgium,2013,$28000000,$8555008.0
A Bug's Life,Adventure-Animation-Comedy-Family,en,Walt Disney Pictures,United States of America,1998,$120000000,$363258859.0
Traffic,Thriller,ml,Magic Frames,India,2011,$567000,$2930000.0
Dumb and Dumber,Comedy,en,New Line Cinema,United States of America,1994,$16000000,$247275374.0
Of Gods and Men,Drama-History,fr,Why Not Productions,France,2010,$4000000,$41424067.0
Exorcist- The Beginning,Horror-Mystery-Thriller,en,Morgan Creek Productions,United States of America,2004,$80000000,$78000586.0
Ringu,Horror-Thriller,ja,Kadokawa Shoten Publishing Co. Ltd.,Japan,1998,$1200000,$8690429.0
The Pianist,Drama-War,en,Bac Films,France,2002,$35000000,$120072577.0
French Women,Comedy,fr,Fidelite Films,France,2014,$5000000,$12058187.0
The Ladies Man,Comedy,en,SNL Studios,United States of America,2000,$24000000,$13700000.0
Cinderfella,Comedy-Romance,en,Paramount Pictures,United States of America,1960,$3000000,$7100000.0
Five Graves to Cairo,Thriller-War,en,Paramount Pictures,United States of America,1943,$855000,$1200000.0
Barbershop 2-  Back in Business,Comedy-Drama,en,Metro-Goldwyn-Mayer (MGM),United States of America,2004,$18000000,$65070412.0
Next,Action-Science Fiction-Thriller,en,Paramount Pictures,United States of America,2007,$70000000,$18211013.0
Maniac,Horror,en,La Petite Reine,France,2012,$6000000,$31081.0
The Monster Squad,Horror-Comedy-Action-Fantasy-Science Fiction,en,TriStar Pictures,United States of America,1987,$12000000,$3769990.0
Tangerine,Comedy-Drama,en,Duplass Brothers Productions,United States of America,2015,$100000,$702354.0
Cry-Baby,Comedy-Music,en,Imagine Entertainment,United States of America,1990,$11000000,$8266343.0
Open Water,Drama-Thriller,en,Plunge Pictures LLC,United States of America,2004,$130000,$54667954.0
Defamation,Documentary-Foreign,en,none,Israel,2009,$1000000,$11410.0
3000 Miles to Graceland,Action-Adventure-Comedy-Thriller-Crime,en,Franchise Pictures,United States of America,2001,$62000000,$18720175.0
Big Miracle,Adventure-Drama-Romance,en,Universal Pictures,United Kingdom,2012,$40000000,$24719215.0
71- Into the Fire,War,en,Taewon Entertainment,South Korea,2010,$10400000,$20967660.0
A Home of Our Own,Comedy-Drama,en,PolyGram Filmed Entertainment,United States of America,1993,$12000000,$1703282.0
Birdman,Drama-Comedy,en,Worldview Entertainment,United States of America,2014,$18000000,$103215094.0
Teaching Mrs. Tingle,Comedy-Thriller,en,Konrad Pictures,United States of America,1999,$13000000,$8946237.0
Things We Lost in the Fire,Drama,en,DreamWorks SKG,United States of America,2007,$16000000,$2849142.0
The Pirate,Music-Romance,en,Metro-Goldwyn-Mayer (MGM),United States of America,1948,$3700000,$2956000.0
The Battles of the Coronel and Falkland Islands,Drama,en,British Instructional Films (BIF),United Kingdom,1927,$1603469,$6241682.0
One Flew Over the Cuckoo's Nest,Drama,en,United Artists,United States of America,1975,$3000000,$108981275.0
RoboCop 3,Action-Adventure-Crime-Science Fiction-Thriller,en,Orion Pictures,United States of America,1993,$22000000,$10696210.0
The Darkest Hour,Horror-Action-Thriller-Science Fiction,en,Summit Entertainment,United States of America,2011,$30000000,$64626786.0
The Wild,Family-Animation,en,Walt Disney Pictures,Canada,2006,$80000000,$37384046.0
Mission- Impossible III,Adventure-Action-Thriller,en,Paramount Pictures,China,2006,$150000000,$397850012.0
JFK,Drama-Thriller-History,en,Camelot Productions,United States of America,1991,$40000000,$205405498.0
She's the One,Comedy-Romance,en,Fox Searchlight Pictures,United States of America,1996,$3500000,$9482579.0
Death at a Funeral,Comedy,en,Parabolic Pictures,United States of America,2010,$21000000,$49050886.0
Allied,Action-Drama-War-Romance-Thriller,en,Paramount Pictures,United Kingdom,2016,$85000000,$119520023.0
Robinson Crusoe,Adventure-Animation-Comedy-Family,de,StudioCanal,,2016,$13500000,$3342697.0
Moby Dick,Adventure-Drama,en,Warner Bros.,United States of America,1956,$4500000,$10400000.0
Underworld- Blood Wars,Action-Fantasy-Horror,en,Lakeshore Entertainment,United States of America,2016,$35000000,$81093313.0
The Hustler,Drama,en,Twentieth Century Fox Film Corporation,United States of America,1961,$2000000,$7600000.0
Armaan- Story of a Storyteller,Drama,gu,Dhudiya Entertainment,India,2017,$1800000,$7494.0
The Cold Light of Day,Action-Thriller,en,Summit Entertainment,United States of America,2012,$20000000,$16863583.0
The Hitchhiker's Guide to the Galaxy,Adventure-Comedy-Family-Science Fiction,en,Spyglass Entertainment,United States of America,2005,$50000000,$104478416.0
Shocker,Thriller-Comedy-Horror,en,Alive Films,United States of America,1989,$5000000,$16554699.0
Swordfish,Action-Crime-Thriller,en,Village Roadshow Pictures,Australia,2001,$102000000,$147080413.0
Animal House,Comedy,en,Universal Pictures,United States of America,1978,$2700000,$141000000.0
Piratas en el Callao,History-Animation-Adventure,es,Alpamayo Entertainment,Peru,2005,$500000,$700000.0
Greatest Hits,Comedy-Drama,en,none,Canada,2012,$320000,$2333.0
Eddie the Eagle,Comedy-Drama-History,en,Studio Babelsberg,Germany,2016,$23000000,$46152800.0
Fatal Attraction,Drama-Romance-Thriller,en,Paramount Pictures,United States of America,1987,$14000000,$320145693.0
I'm So Excited,Comedy,es,El Deseo S.A.,Spain,2013,$5000000,$11724119.0
City By The Sea,Crime-Drama-Mystery,en,Warner Bros. Pictures,United States of America,2002,$40000000,$22433915.0
Dolphin Tale 2,Family-Drama,en,Alcon Entertainment,United States of America,2014,$36000000,$52424533.0
Space Cowboys,Action-Adventure-Thriller,en,Village Roadshow Pictures,United States of America,2000,$65000000,$128884132.0
I Not Stupid,,zh,Mediacorp Raintree Pictures,Singapore,2002,$710000,$2700000.0
City of God,Drama-Crime,pt,O2 Filmes,Brazil,2002,$3300000,$27387381.0
Bachelorette,Comedy-Romance,en,Gary Sanchez Productions,United States of America,2012,$3000000,$11947954.0
Blue Thunder,Science Fiction-Action-Thriller-Crime-Drama,en,Columbia Pictures Corporation,United States of America,1983,$22000000,$42313354.0
The Story of Us,Comedy-Drama-Romance,en,Universal Pictures,United States of America,1999,$50000000,$58900031.0
Off Limits,Action-Crime-Drama-Mystery-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,1988,$12000000,$7242035.0
Metallica- Through the Never,Music,en,Exclusive Media Group,United States of America,2013,$18000000,$7972967.0
Not of This Earth,Horror-Science Fiction,en,Miracle Pictures,United States of America,1988,$210000,$107352.0
Silent House,Horror-Mystery,en,Elle Driver,France,2011,$2000000,$13101672.0
Click,Comedy-Drama-Fantasy-Romance,en,Original Film,United States of America,2006,$82500000,$237681299.0
Ah Boys to Men 3- Frogmen,Comedy-Action,en,J Team Productions,Singapore,2015,$2020000,$5520000.0
Thank You for Smoking,Comedy-Drama,en,Fox Searchlight Pictures,United States of America,2005,$6500000,$24793509.0
Hard to Kill,Action-Thriller,en,Warner Bros.,United States of America,1990,$10000000,$47410000.0
Browncoats- Redemption,Adventure-Science Fiction-Action,en,BDFF,United States of America,2010,$20000,$113000.0
The House of Mirth,Drama-Romance,en,Granada Film Productions,,2000,$10000000,$5164404.0
Duplex,Action-Comedy-Thriller,en,Miramax Films,Germany,2003,$40000000,$19322135.0
Costa,Romance-Comedy,nl,BNN TV,Netherlands,2001,$2498210,$4810190.0
Harry Brown,Thriller-Crime-Drama-Action,en,HanWay Films,United Kingdom,2009,$7300000,$10329747.0
Tutto tutto niente niente,Comedy,it,Fandango,Italy,2012,$5579750,$8927600.0
The Tiger- An Old Hunter's Tale,Action-Adventure-History-Thriller,ko,Next Entertainment World,South Korea,2015,$5000,$11083449.0
Cleopatra,Drama-History-Romance,en,Twentieth Century Fox Film Corporation,United Kingdom,1963,$31115000,$71000000.0
The Island,Action-Thriller-Science Fiction-Adventure,en,DreamWorks SKG,United States of America,2005,$126000000,$162949164.0
The Guide,History-Drama,en,none,Ukraine,2014,$722083,$499168.0
Cafe Society,Comedy-Drama-Romance,en,Gravier Productions,United States of America,2016,$30000000,$43763247.0
The Apartment,Comedy-Drama-Romance,en,United Artists,United States of America,1960,$3000000,$25000000.0
The Art of War,Crime-Action-Adventure,en,Amen Ra Films,Canada,2000,$40000000,$30199105.0
The Bucket List,Drama-Comedy,en,Two Ton Films,United States of America,2007,$45000000,$175372502.0
Delicatessen,Comedy-Science Fiction-Fantasy,fr,Hachette Premiere,France,1991,$4000000,$13760640.0
Solomon Kane,Adventure-Fantasy-Action-Science Fiction,en,Davis-Films,France,2009,$45000000,$7810000.0
The Good German,War-Crime-Drama-Mystery-Romance-Thriller,en,Warner Bros.,United States of America,2006,$32000000,$5914908.0
Tupac- Resurrection,Music-Documentary,en,Paramount Pictures,United States of America,2003,$300000,$7808524.0
Wise Guys,Comedy-Crime,en,Metro-Goldwyn-Mayer (MGM),United States of America,1986,$13000000,$8475466.0
Tears of the Sun,Action-Drama-War,en,Columbia Pictures,United States of America,2003,$70000000,$85632458.0
A Street Cat Named Bob,Drama-Family-Comedy,en,Prescience,United Kingdom,2016,$8000000,$35070000.0
The Amateur,Action-Crime-Thriller,en,none,Canada,1981,$10000000,$6892098.0
Sandhya Ragam,Drama,ta,Balu Mahendra,India,1989,$60000,$360000.0
The Sweeney,Action-Drama-Crime,en,Vertigo Films,United Kingdom,2012,$3730500,$6294161.0
People Like Us,Drama,en,DreamWorks SKG,United States of America,2012,$16000000,$12434778.0
The Secret World of Arrietty,Fantasy-Animation-Family,ja,Studio Ghibli,Japan,2010,$37000000,$145570827.0
Unstoppable,Action-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,2010,$100000000,$167805466.0
Aanai,Action-Drama-Foreign-Thriller,en,none,India,2005,$500000,$500000.0
The Santa Clause 2,Fantasy-Comedy-Family,en,Walt Disney Pictures,United States of America,2002,$65000000,$172855065.0
School for Scoundrels,Comedy-Drama-Romance,en,Dimension Films,United States of America,2006,$20000000,$17807569.0
Take Me Home Tonight,Comedy-Drama-Romance,en,Imagine Entertainment,United States of America,2011,$19000000,$6928068.0
Munich,Drama-Action-History-Thriller,en,DreamWorks SKG,Canada,2005,$70000000,$130358911.0
The Thirteenth Floor,Thriller-Science Fiction-Mystery,en,Columbia Pictures,United States of America,1999,$16000000,$18564088.0
Fiza,Drama-Foreign-Romance,hi,none,India,2000,$1000000,$623791.0
The Fault in Our Stars,Romance-Drama,en,Fox 2000 Pictures,United States of America,2014,$12000000,$307166834.0
The Grand Seduction,Comedy,en,Max Films Productions,Canada,2014,$12700000,$3430018.0
Calendar Girl,Drama-Comedy,en,Columbia Pictures,United States of America,1993,$13000000,$2570145.0
While You Were Sleeping,Comedy-Drama-Romance,en,Caravan Pictures,United States of America,1995,$17000000,$182057016.0
How to Lose Friends & Alienate People,Comedy-Romance-Drama,en,UK Film Council,United Kingdom,2008,$27000000,$17286299.0
Jugadores con Patente,Documentary,es,Trailer Films,Uruguay,2013,$210000,$500000.0
At Long Last Love,Comedy-Music-Romance,en,Twentieth Century Fox Film Corporation,United States of America,1975,$6000000,$1500000.0
Dad,Comedy-Drama,en,Universal Pictures,United States of America,1989,$19000000,$19738015.0
Gulliver's Travels,Comedy,en,Twentieth Century Fox Film Corporation,United States of America,2010,$112000000,$237382724.0
The Story Of Short Stack,Documentary-Comedy-Drama,en,Universal Music Group,Australia,2011,$2000000,$14000000.0
PK,Comedy-Drama-Science Fiction,hi,Rajkumar Hirani Films,India,2014,$13000000,$120000000.0
The Red Violin,Drama-Thriller-Mystery-Music-Romance,en,Rhombus Media,Canada,1998,$18000000,$9495408.0
Sleepless in Seattle,Comedy-Drama-Romance,en,TriStar Pictures,United States of America,1993,$21000000,$227799884.0
Veeram,Action-Comedy-Romance,ta,Vijaya Productions,India,2014,$5900000,$19000000.0
Be Cool,Comedy-Crime,en,Double Feature Films,United States of America,2005,$53000000,$95226116.0
Out of the Furnace,Thriller-Drama-Crime,en,Appian Way,United States of America,2013,$22000000,$15400000.0
Dave Chappelle's Block Party,Comedy-Documentary-Music,en,Yari Film Group,United States of America,2005,$3000000,$11718595.0
Beauty and the Beast,Family-Fantasy-Romance,en,Walt Disney Pictures,,2017,$160000000,$1256977550.0
Burlesque,Drama-Romance,en,Bedford Falls Productions,United States of America,2010,$55000000,$89519773.0
Ask Any Girl,Comedy-Romance,en,Metro-Goldwyn-Mayer (MGM),United States of America,1959,$1140000,$3745000.0
A Family On Edge,Adventure-Crime-Drama-Family-Romance-Thriller,en,Cinesational Films,United States of America,2015,$100000,$200.0
Killer Joe,Drama-Thriller,en,Voltage pictures,United States of America,2011,$10000000,$3665069.0
Syriana,Drama-Thriller,en,Section Eight,United States of America,2005,$50000000,$94000000.0
HOUBA On the Trail of the Marsupilami,Adventure-Comedy,fr,Canal,France,2012,$50000000,$48600000.0
The Valley of Decision,Drama,en,Metro-Goldwyn-Mayer (MGM),United States of America,1945,$2160000,$9132000.0
The Box,Thriller-Science Fiction,en,Media Rights Capital,United States of America,2009,$30000000,$33333531.0
Basic,Action-Drama-Mystery-Thriller-Crime,en,Intermedia Films,United States of America,2003,$50000000,$42792561.0
UFC 94- St-Pierre vs. Penn 2,,en,none,United States of America,2009,$1091000,$4290020.0
The Bourne Identity,Action-Drama-Mystery-Thriller,en,Universal Pictures,United States of America,2002,$60000000,$214034224.0
StreetDance 3D,Drama,en,BBC Films,United Kingdom,2010,$5773100,$18144030.0
Silent Trigger,Drama-Action-Thriller,en,Newmarket Capital Group,Canada,1996,$15000000,$76382.0
The Quiet,Drama-Thriller,en,Destination Films,United States of America,2005,$900000,$381420.0
Enemy at the Gates,War,en,Paramount Pictures,Ireland,2001,$70000000,$96976270.0
Deep Rising,Adventure-Action-Horror-Science Fiction,en,Hollywood Pictures,Canada,1998,$45000000,$11203026.0
Tales from the Darkside- The Movie,Thriller-Comedy-Fantasy-Horror,en,Paramount Pictures,United States of America,1990,$3500000,$16324573.0
Things to Come,Drama,fr,ARTE France Cinema,France,2016,$2100000,$282382.0
The Transformers- The Movie,Animation,en,De Laurentiis Entertainment Group (DEG),United States of America,1986,$6000000,$5849647.0
Black Bread,Drama-Crime,ca,Televisio de Catalunya TV3,Spain,2010,$6000000,$3770657.0
eXistenZ,Action-Thriller-Science Fiction-Horror,en,Alliance Atlantis Communications,Canada,1999,$15000000,$2856712.0
Dredd,Action-Science Fiction,en,DNA Films,South Africa,2012,$50000000,$41037742.0
The Fighting Temptations,Comedy-Music-Romance,en,Paramount Pictures,,2003,$15000000,$30238577.0
Schindler's List,Drama-History-War,en,Universal Pictures,United States of America,1993,$22000000,$321365567.0
Freedom Writers,Crime-Drama,en,Double Feature Films,Germany,2007,$21000000,$41170784.0
1941,Action-Comedy,en,Columbia Pictures,United States of America,1979,$35000000,$31755742.0
Rapid Fire,Action-Thriller,en,Twentieth Century Fox Film Corporation,Thailand,1992,$10000000,$14356479.0
Kingpin,Comedy,en,Motion Picture Corporation of America,United States of America,1996,$27000000,$25023434.0
The Net,Crime-Drama-Mystery-Thriller-Action,en,Columbia Pictures,United States of America,1995,$22000000,$110627965.0
The Bashful Bachelor,,en,RKO Radio Pictures,United States of America,1942,$165000,$675000.0
Clash of the Titans,Adventure-Fantasy-Family,en,Metro-Goldwyn-Mayer (MGM),United States of America,1981,$15000000,$41092328.0
Tomcats,Comedy-Romance,en,Columbia Pictures,United States of America,2001,$11000000,$23430766.0
Boom Town,Adventure-Drama-Romance,en,Metro-Goldwyn-Mayer (MGM),United States of America,1940,$2000000,$9172000.0
Happy Times,Drama-Comedy,zh,none,China,2000,$1900000,$240093.0
Peter Pan,Adventure-Fantasy-Family,en,Columbia Pictures,United Kingdom,2003,$100000000,$121975011.0
American Gigolo,Thriller-Drama-Crime-Romance,en,Paramount Pictures,United States of America,1980,$4800000,$22743674.0
Harry Potter and the Philosopher's Stone,Adventure-Fantasy-Family,en,1492 Pictures,United Kingdom,2001,$125000000,$976475550.0
Ode to Billy Joe,Drama-Romance,en,Warner Bros.,United States of America,1976,$1100000,$27000000.0
Kuch Kuch Hota Hai,Drama-Romance,hi,none,India,1998,$1530000,$15306000.0
Fiddler on the Roof,Drama-Romance,en,United Artists,United States of America,1971,$9000000,$83304330.0
After Hours,Comedy-Thriller-Drama,en,Double Play,United States of America,1985,$4500000,$10609321.0
Dawn of the Dead,Fantasy-Horror-Action,en,New Amsterdam Entertainment,United States of America,2004,$28000000,$102356381.0
Pitch Black,Thriller-Science Fiction-Action,en,Interscope Communications,United States of America,2000,$23000000,$53187659.0
The Host,Horror-Drama-Science Fiction,ko,Cineclick Asia,South Korea,2006,$11000000,$88489643.0
Nutty Professor II- The Klumps,Fantasy-Comedy-Romance-Science Fiction,en,Imagine Entertainment,United States of America,2000,$84000000,$123307945.0
Bellflower,Action-Drama-Romance,en,Coatwolf Productions,United States of America,2011,$17000,$101236.0
Band of Outsiders,Crime-Drama-Romance,fr,Orsay Films,France,1964,$120000,$182857.0
Unknown,Action-Mystery-Thriller,en,Studio Babelsberg,France,2011,$30000000,$130786397.0
Bug,Horror-Thriller,en,Lions Gate Films,United States of America,2006,$4000000,$8059140.0
It's a Mad Mad Mad Mad World,Action-Adventure-Comedy-Crime,en,United Artists,United States of America,1963,$9400000,$60000000.0
Kung Fu Yoga,Mystery-Action-Adventure-Comedy,zh,Shinework Media,India,2017,$65000000,$255000000.0
The King and I,Animation-Drama-Family,en,Rankin-Bass Productions,United States of America,1999,$25000000,$12000000.0
Power of Attorney,Thriller-Crime,en,Lions Gate Films Home Entertainm,United States of America,1995,$1500000,$2800000.0
Batman v Superman- Dawn of Justice,Action-Adventure-Fantasy,en,DC Comics,United States of America,2016,$250000000,$873260194.0
Apollo 13,Drama,en,Imagine Entertainment,United States of America,1995,$52000000,$355237933.0
The Wedding Planner,Comedy,en,Columbia Pictures Corporation,United States of America,2001,$35000000,$94728529.0
The Ward,Horror-Thriller,en,North by Northwest Entertainment,United States of America,2010,$10000000,$498974.0
Halloween 4- The Return of Michael Myers,Horror-Thriller,en,Dimension Films,,1988,$5000000,$17768757.0
The Angry Birds Movie,Animation,en,Columbia Pictures,Finland,2016,$73000000,$349779543.0
Looney Tunes- Back in Action,Animation-Comedy-Family,en,Lonely Film Productions GmbH & Co. KG.,Germany,2003,$80000000,$68514844.0
Waking the Dead,Drama-Romance,en,Egg Pictures,Canada,2000,$8500000,$327418.0
Prometheus,Science Fiction-Adventure-Mystery,en,Twentieth Century Fox Film Corporation,United Kingdom,2012,$130000000,$403170142.0
Kayal,Drama,ta,Escape Artists Motion Pictures,India,2014,$2200000,$3000000.0
Come tu mi vuoi,Comedy,it,Medusa Film,Italy,2007,$2500000,$7086000.0
Never Talk to Strangers,Thriller-Romance,en,TriStar Pictures,United States of America,1995,$6400000,$6.0
Where the Wild Things Are,Family-Fantasy,en,Village Roadshow Pictures,United States of America,2009,$100000000,$100086793.0
Beyond a Reasonable Doubt,Crime-Drama-Mystery,en,Aramid Entertainment Fund,United States of America,2009,$25000000,$4388563.0
Star Trek- Nemesis,Science Fiction-Action-Adventure-Thriller,en,Paramount Pictures,United States of America,2002,$60000000,$67312826.0
Star Trek III- The Search for Spock,Science Fiction-Action-Adventure-Thriller,en,Paramount Pictures,United States of America,1984,$18000000,$87000000.0
Cool as Ice,Drama-Action-Comedy-Music-Romance,en,Universal Pictures,United States of America,1991,$6000000,$1193062.0
Now You See Me 2,Action-Adventure-Comedy-Crime-Mystery-Thriller,en,Summit Entertainment,Canada,2016,$90000000,$334901337.0
The Postman,Drama-Adventure,en,Tig Productions,United States of America,1997,$80000000,$17626234.0
Time Bandits,Family-Fantasy-Science Fiction-Adventure-Comedy,en,Handmade Films Ltd.,United Kingdom,1981,$5000000,$42365581.0
Traffic,Thriller-Drama-Crime,en,USA Films,Germany,2000,$48000000,$207515725.0
Conspiracy Theory,Action-Drama-Mystery-Thriller,en,Silver Pictures,United States of America,1997,$75000000,$136982834.0
Hell's Angels,Action-Drama-History,en,The Caddo Company,United States of America,1930,$3950000,$8000000.0
The 13th Warrior,Adventure-Fantasy-Action,en,Touchstone Pictures,United States of America,1999,$160000000,$61698899.0
13 Assassins,Adventure-Drama-Action,ja,Toho Company,Japan,2010,$6000000,$17555141.0
Creepshow 2,Horror,en,New World Pictures,United States of America,1987,$3500000,$14000000.0
The Forest,Horror-Thriller,en,Lava Bear Films,United States of America,2016,$10000000,$40055439.0
Live by Night,Crime-Drama,en,Appian Way,United States of America,2016,$65000000,$22278555.0
Code Name- The Cleaner,Action-Comedy-Crime,en,New Line Cinema,United States of America,2007,$20000000,$10337477.0
Mulan- Rise of a Warrior,Adventure-Drama-Action,zh,Starlight International Media,China,2009,$12000000,$13380561.0
99 Homes,Drama,en,Imagenation Abu Dhabi FZ,United States of America,2014,$8000000,$1411927.0
Tremors,Action-Horror,en,Universal Pictures,United States of America,1990,$11000000,$48572000.0
Bicentennial Man,Comedy-Science Fiction,en,Laurence Mark Productions,Germany,1999,$100000000,$93700000.0
Sea of Love,Drama-Crime-Mystery,en,Universal Pictures Corporation,United States of America,1989,$19000000,$110879513.0
In the Line of Fire,Action-Drama-Thriller-Crime-Mystery,en,Castle Rock Entertainment,United States of America,1993,$40000000,$176997168.0
The Alamo,Action-Adventure-Drama-History-Western,en,United Artists,,1960,$12000000,$7900000.0
Dead Man Walking,Drama,en,Havoc,United States of America,1995,$11000000,$39363635.0
Good Guys Wear Black,Action-Thriller,en,none,United States of America,1978,$1000000,$18300000.0
All About the Benjamins,Action-Adventure-Comedy,en,New Line Cinema,United States of America,2002,$14000000,$25482931.0
Scary Movie,Comedy,en,Gold-Miller Productions,United States of America,2000,$19000000,$278019771.0
The Man with the Iron Fists,Action,en,Arcade Pictures,Hong Kong,2012,$15000000,$15608545.0
Miracle at St. Anna,Drama-War,en,Rai Cinema,Italy,2008,$45000000,$9323833.0
Zero Effect,Comedy-Crime-Mystery-Thriller,en,Castle Rock Entertainment,United States of America,1998,$5000000,$1980338.0
The Shallows,Horror-Drama-Thriller,en,Columbia Pictures,United States of America,2016,$17000000,$119100758.0
Prom,Comedy,en,Walt Disney Pictures,United States of America,2011,$8000000,$10130000.0
Capture the Flag,Comedy-Animation-Adventure,es,Lightbox Entertainment,Spain,2015,$14000000,$8306690.0
The Sacrament,Mystery-Horror-Thriller,en,Worldview Entertainment,United States of America,2013,$4000000,$9221.0
Logan,Action-Drama-Science Fiction,en,Twentieth Century Fox Film Corporation,United States of America,2017,$97000000,$616218538.0
The Night of the Iguana,Drama-Romance,en,Seven Arts Productions,United States of America,1964,$3000000,$12000000.0
National Treasure,Adventure-Action-Thriller-Mystery,en,Walt Disney Pictures,United States of America,2004,$100000000,$347451894.0
Atlantic City,Crime-Drama-Romance,en,Paramount Pictures,Canada,1980,$7200000,$12729678.0
The Fly,Drama-Horror-Science Fiction,en,Twentieth Century Fox Film Corporation,United States of America,1958,$700000,$3000000.0
San Andreas,Action-Drama-Thriller,en,New Line Cinema,Canada,2015,$110000000,$470490832.0
Johnson Family Vacation,Comedy-Family,en,Fox Searchlight Pictures,United States of America,2004,$12000000,$31179516.0
Free Willy,Family-Adventure,en,Canal Plus,France,1993,$20000000,$153698625.0
The Dreamers,Drama-Romance,en,Peninsula Films,France,2003,$15000000,$15121165.0
15 Minutes,Action-Crime-Thriller,en,New Line Cinema,Germany,2001,$60000000,$56359980.0
Fright Night,Horror-Comedy,en,Touchstone Pictures,United Kingdom,2011,$17000000,$24922237.0
The Sweetest Thing,Romance-Comedy,en,Konrad Pictures,United States of America,2002,$43000000,$68696770.0
Na Tum Jaano Na Hum,Drama-Romance,hi,PFH Entertainment,India,2002,$350000,$6100000.0
Shaolin,Action-Drama,cn,Emperor Motion Pictures,China,2011,$29000000,$33662874.0
Rain Man,Drama,en,United Artists,United States of America,1988,$25000000,$412800000.0
